Segmentation List:
1: X= 11 | Y= 34 | Pose= Vertical | Length= 759
2859: X= 518 | Y= 490 | Pose= Vertical | Length= 2
2860: X= 518 | Y= 510 | Pose= Horizontal | Length= 3
2861: X= 518 | Y= 515 | Pose= Horizontal | Length= 7
2862: X= 518 | Y= 523 | Pose= Horizontal | Length= 2
2863: X= 518 | Y= 528 | Pose= Horizontal | Length= 2
2864: X= 518 | Y= 536 | Pose= Vertical | Length= 1
2865: X= 518 | Y= 540 | Pose= Horizontal | Length= 2
2866: X= 518 | Y= 544 | Pose= Horizontal | Length= 2
2867: X= 518 | Y= 607 | Pose= Vertical | Length= 2
2868: X= 518 | Y= 608 | Pose= Vertical | Length= 2
2869: X= 518 | Y= 612 | Pose= Vertical | Length= 8
2870: X= 519 | Y= 439 | Pose= Horizontal | Length= 9
2871: X= 519 | Y= 460 | Pose= Vertical | Length= 2
2872: X= 519 | Y= 464 | Pose= Vertical | Length= 2
2873: X= 519 | Y= 468 | Pose= Vertical | Length= 5
2874: X= 519 | Y= 470 | Pose= Horizontal | Length= 2
2875: X= 519 | Y= 476 | Pose= Vertical | Length= 1
2876: X= 519 | Y= 481 | Pose= Vertical | Length= 1
2877: X= 519 | Y= 484 | Pose= Vertical | Length= 2
2878: X= 519 | Y= 486 | Pose= Vertical | Length= 4
2879: X= 519 | Y= 504 | Pose= Vertical | Length= 4
2880: X= 519 | Y= 505 | Pose= Horizontal | Length= 2
2881: X= 519 | Y= 512 | Pose= Vertical | Length= 2
2882: X= 519 | Y= 516 | Pose= Vertical | Length= 1
2883: X= 519 | Y= 518 | Pose= Vertical | Length= 2
2884: X= 519 | Y= 520 | Pose= Vertical | Length= 4
2885: X= 519 | Y= 521 | Pose= Vertical | Length= 1
2886: X= 519 | Y= 524 | Pose= Horizontal | Length= 2
2887: X= 519 | Y= 545 | Pose= Vertical | Length= 3
2888: X= 519 | Y= 610 | Pose= Vertical | Length= 1
2889: X= 519 | Y= 747 | Pose= Vertical | Length= 1
2890: X= 520 | Y= 439 | Pose= Vertical | Length= 4
2891: X= 520 | Y= 446 | Pose= Horizontal | Length= 3
2892: X= 520 | Y= 458 | Pose= Vertical | Length= 4
2893: X= 520 | Y= 459 | Pose= Vertical | Length= 1
2894: X= 520 | Y= 461 | Pose= Horizontal | Length= 3
2895: X= 520 | Y= 465 | Pose= Horizontal | Length= 3
2896: X= 520 | Y= 469 | Pose= Vertical | Length= 2
2897: X= 520 | Y= 471 | Pose= Vertical | Length= 3
2898: X= 520 | Y= 472 | Pose= Horizontal | Length= 2
2899: X= 520 | Y= 475 | Pose= Vertical | Length= 3
2900: X= 520 | Y= 482 | Pose= Vertical | Length= 5
2901: X= 520 | Y= 483 | Pose= Vertical | Length= 1
2902: X= 520 | Y= 506 | Pose= Vertical | Length= 3
2903: X= 520 | Y= 513 | Pose= Horizontal | Length= 2
2904: X= 520 | Y= 517 | Pose= Vertical | Length= 3
2905: X= 520 | Y= 531 | Pose= Vertical | Length= 5
2906: X= 520 | Y= 548 | Pose= Vertical | Length= 3
2907: X= 520 | Y= 549 | Pose= Horizontal | Length= 2
2908: X= 520 | Y= 744 | Pose= Horizontal | Length= 2
2909: X= 521 | Y= 389 | Pose= Vertical | Length= 6
2910: X= 521 | Y= 429 | Pose= Horizontal | Length= 10
2911: X= 521 | Y= 446 | Pose= Horizontal | Length= 3
2912: X= 521 | Y= 473 | Pose= Vertical | Length= 3
2913: X= 521 | Y= 478 | Pose= Vertical | Length= 1
2914: X= 521 | Y= 514 | Pose= Vertical | Length= 3
2915: X= 521 | Y= 540 | Pose= Horizontal | Length= 5
2916: X= 521 | Y= 550 | Pose= Vertical | Length= 2
2917: X= 521 | Y= 745 | Pose= Vertical | Length= 3
2918: X= 522 | Y= 363 | Pose= Vertical | Length= 3
2919: X= 522 | Y= 364 | Pose= Vertical | Length= 1
2920: X= 522 | Y= 399 | Pose= Vertical | Length= 5
2921: X= 522 | Y= 400 | Pose= Horizontal | Length= 3
2922: X= 522 | Y= 422 | Pose= Horizontal | Length= 8
2923: X= 522 | Y= 438 | Pose= Vertical | Length= 2
2924: X= 522 | Y= 440 | Pose= Horizontal | Length= 3
2925: X= 522 | Y= 451 | Pose= Horizontal | Length= 5
2926: X= 522 | Y= 460 | Pose= Horizontal | Length= 4
2927: X= 522 | Y= 470 | Pose= Vertical | Length= 2
2928: X= 522 | Y= 472 | Pose= Vertical | Length= 2
2929: X= 522 | Y= 476 | Pose= Vertical | Length= 2
2930: X= 522 | Y= 485 | Pose= Vertical | Length= 2
2931: X= 522 | Y= 489 | Pose= Vertical | Length= 2
2932: X= 522 | Y= 505 | Pose= Vertical | Length= 1
2933: X= 522 | Y= 516 | Pose= Vertical | Length= 3
2934: X= 522 | Y= 521 | Pose= Vertical | Length= 1
2935: X= 522 | Y= 527 | Pose= Horizontal | Length= 4
2936: X= 522 | Y= 532 | Pose= Horizontal | Length= 5
2937: X= 522 | Y= 540 | Pose= Vertical | Length= 2
2938: X= 522 | Y= 542 | Pose= Vertical | Length= 3
2939: X= 522 | Y= 543 | Pose= Vertical | Length= 3
2940: X= 522 | Y= 546 | Pose= Vertical | Length= 3
2941: X= 522 | Y= 549 | Pose= Vertical | Length= 1
2942: X= 522 | Y= 551 | Pose= Vertical | Length= 5
2943: X= 522 | Y= 553 | Pose= Vertical | Length= 1
2944: X= 522 | Y= 610 | Pose= Vertical | Length= 8
2945: X= 522 | Y= 611 | Pose= Vertical | Length= 1
2946: X= 522 | Y= 613 | Pose= Vertical | Length= 2
2947: X= 522 | Y= 748 | Pose= Vertical | Length= 3
2948: X= 523 | Y= 352 | Pose= Horizontal | Length= 4
2949: X= 523 | Y= 402 | Pose= Vertical | Length= 4
2950: X= 523 | Y= 413 | Pose= Horizontal | Length= 10
2951: X= 523 | Y= 424 | Pose= Vertical | Length= 1
2952: X= 523 | Y= 429 | Pose= Horizontal | Length= 9
2953: X= 523 | Y= 440 | Pose= Horizontal | Length= 3
2954: X= 523 | Y= 445 | Pose= Horizontal | Length= 4
2955: X= 523 | Y= 450 | Pose= Vertical | Length= 2
2956: X= 523 | Y= 451 | Pose= Vertical | Length= 1
2957: X= 523 | Y= 455 | Pose= Horizontal | Length= 3
2958: X= 523 | Y= 460 | Pose= Vertical | Length= 2
2959: X= 523 | Y= 463 | Pose= Vertical | Length= 2
2960: X= 523 | Y= 467 | Pose= Vertical | Length= 4
2961: X= 523 | Y= 477 | Pose= Horizontal | Length= 3
2962: X= 523 | Y= 481 | Pose= Vertical | Length= 1
2963: X= 523 | Y= 484 | Pose= Vertical | Length= 4
2964: X= 523 | Y= 487 | Pose= Vertical | Length= 2
2965: X= 523 | Y= 488 | Pose= Vertical | Length= 1
2966: X= 523 | Y= 490 | Pose= Vertical | Length= 1
2967: X= 523 | Y= 493 | Pose= Vertical | Length= 3
2968: X= 523 | Y= 494 | Pose= Horizontal | Length= 2
2969: X= 523 | Y= 511 | Pose= Horizontal | Length= 3
2970: X= 523 | Y= 529 | Pose= Vertical | Length= 6
2971: X= 523 | Y= 530 | Pose= Vertical | Length= 1
2972: X= 523 | Y= 532 | Pose= Vertical | Length= 2
2973: X= 523 | Y= 536 | Pose= Vertical | Length= 5
2974: X= 523 | Y= 539 | Pose= Vertical | Length= 2
2975: X= 523 | Y= 541 | Pose= Vertical | Length= 1
2976: X= 523 | Y= 544 | Pose= Vertical | Length= 2
2977: X= 523 | Y= 545 | Pose= Vertical | Length= 2
2978: X= 523 | Y= 547 | Pose= Vertical | Length= 4
2979: X= 523 | Y= 554 | Pose= Horizontal | Length= 2
2980: X= 523 | Y= 746 | Pose= Horizontal | Length= 2
2981: X= 524 | Y= 351 | Pose= Vertical | Length= 5
2982: X= 524 | Y= 352 | Pose= Vertical | Length= 1
2983: X= 524 | Y= 355 | Pose= Vertical | Length= 3
2984: X= 524 | Y= 362 | Pose= Vertical | Length= 3
2985: X= 524 | Y= 400 | Pose= Horizontal | Length= 2
2986: X= 524 | Y= 406 | Pose= Horizontal | Length= 5
2987: X= 524 | Y= 412 | Pose= Vertical | Length= 3
2988: X= 524 | Y= 413 | Pose= Vertical | Length= 1
2989: X= 524 | Y= 415 | Pose= Horizontal | Length= 2
2990: X= 524 | Y= 429 | Pose= Horizontal | Length= 4
2991: X= 524 | Y= 446 | Pose= Vertical | Length= 2
2992: X= 524 | Y= 448 | Pose= Horizontal | Length= 2
2993: X= 524 | Y= 461 | Pose= Horizontal | Length= 2
2994: X= 524 | Y= 471 | Pose= Vertical | Length= 1
2995: X= 524 | Y= 479 | Pose= Vertical | Length= 1
2996: X= 524 | Y= 483 | Pose= Vertical | Length= 1
2997: X= 524 | Y= 486 | Pose= Vertical | Length= 2
2998: X= 524 | Y= 495 | Pose= Horizontal | Length= 5
2999: X= 524 | Y= 503 | Pose= Vertical | Length= 6
3000: X= 524 | Y= 504 | Pose= Horizontal | Length= 2
3001: X= 524 | Y= 510 | Pose= Vertical | Length= 3
3002: X= 524 | Y= 511 | Pose= Vertical | Length= 1
3003: X= 524 | Y= 515 | Pose= Vertical | Length= 1
3004: X= 524 | Y= 517 | Pose= Vertical | Length= 3
3005: X= 524 | Y= 520 | Pose= Vertical | Length= 6
3006: X= 524 | Y= 521 | Pose= Horizontal | Length= 2
3007: X= 524 | Y= 533 | Pose= Horizontal | Length= 2
3008: X= 524 | Y= 537 | Pose= Horizontal | Length= 2
3009: X= 524 | Y= 548 | Pose= Vertical | Length= 1
3010: X= 524 | Y= 553 | Pose= Vertical | Length= 3
3011: X= 524 | Y= 747 | Pose= Vertical | Length= 3
3012: X= 524 | Y= 749 | Pose= Vertical | Length= 7
3013: X= 525 | Y= 406 | Pose= Vertical | Length= 3
3014: X= 525 | Y= 410 | Pose= Vertical | Length= 2
3015: X= 525 | Y= 424 | Pose= Vertical | Length= 4
3016: X= 525 | Y= 439 | Pose= Vertical | Length= 2
3017: X= 525 | Y= 445 | Pose= Vertical | Length= 4
3018: X= 525 | Y= 469 | Pose= Vertical | Length= 2
3019: X= 525 | Y= 470 | Pose= Vertical | Length= 2
3020: X= 525 | Y= 477 | Pose= Vertical | Length= 3
3021: X= 525 | Y= 478 | Pose= Vertical | Length= 3
3022: X= 525 | Y= 485 | Pose= Vertical | Length= 5
3023: X= 525 | Y= 494 | Pose= Horizontal | Length= 3
3024: X= 525 | Y= 499 | Pose= Vertical | Length= 7
3025: X= 525 | Y= 505 | Pose= Vertical | Length= 3
3026: X= 525 | Y= 522 | Pose= Vertical | Length= 2
3027: X= 525 | Y= 535 | Pose= Vertical | Length= 7
3028: X= 525 | Y= 540 | Pose= Vertical | Length= 2
3029: X= 525 | Y= 552 | Pose= Vertical | Length= 2
3030: X= 525 | Y= 613 | Pose= Vertical | Length= 1
3031: X= 526 | Y= 356 | Pose= Vertical | Length= 2
3032: X= 526 | Y= 361 | Pose= Vertical | Length= 2
3033: X= 526 | Y= 390 | Pose= Horizontal | Length= 2
3034: X= 526 | Y= 396 | Pose= Vertical | Length= 3
3035: X= 526 | Y= 397 | Pose= Horizontal | Length= 2
3036: X= 526 | Y= 403 | Pose= Vertical | Length= 2
3037: X= 526 | Y= 411 | Pose= Vertical | Length= 1
3038: X= 526 | Y= 454 | Pose= Vertical | Length= 4
3039: X= 526 | Y= 455 | Pose= Horizontal | Length= 2
3040: X= 526 | Y= 463 | Pose= Horizontal | Length= 4
3041: X= 526 | Y= 496 | Pose= Vertical | Length= 2
3042: X= 526 | Y= 509 | Pose= Vertical | Length= 2
3043: X= 526 | Y= 518 | Pose= Horizontal | Length= 2
3044: X= 526 | Y= 523 | Pose= Vertical | Length= 4
3045: X= 526 | Y= 745 | Pose= Vertical | Length= 7
3046: X= 526 | Y= 746 | Pose= Vertical | Length= 1
3047: X= 527 | Y= 352 | Pose= Vertical | Length= 2
3048: X= 527 | Y= 357 | Pose= Horizontal | Length= 4
3049: X= 527 | Y= 366 | Pose= Vertical | Length= 4
3050: X= 527 | Y= 391 | Pose= Horizontal | Length= 4
3051: X= 527 | Y= 404 | Pose= Horizontal | Length= 2
3052: X= 527 | Y= 407 | Pose= Horizontal | Length= 3
3053: X= 527 | Y= 415 | Pose= Horizontal | Length= 2
3054: X= 527 | Y= 418 | Pose= Horizontal | Length= 6
3055: X= 527 | Y= 428 | Pose= Vertical | Length= 2
3056: X= 527 | Y= 434 | Pose= Vertical | Length= 1
3057: X= 527 | Y= 443 | Pose= Vertical | Length= 8
3058: X= 527 | Y= 444 | Pose= Vertical | Length= 4
3059: X= 527 | Y= 446 | Pose= Horizontal | Length= 5
3060: X= 527 | Y= 452 | Pose= Vertical | Length= 3
3061: X= 527 | Y= 453 | Pose= Vertical | Length= 1
3062: X= 527 | Y= 456 | Pose= Horizontal | Length= 4
3063: X= 527 | Y= 462 | Pose= Vertical | Length= 3
3064: X= 527 | Y= 463 | Pose= Vertical | Length= 1
3065: X= 527 | Y= 474 | Pose= Vertical | Length= 1
3066: X= 527 | Y= 476 | Pose= Vertical | Length= 1
3067: X= 527 | Y= 497 | Pose= Horizontal | Length= 2
3068: X= 527 | Y= 506 | Pose= Horizontal | Length= 3
3069: X= 527 | Y= 512 | Pose= Vertical | Length= 3
3070: X= 527 | Y= 530 | Pose= Horizontal | Length= 5
3071: X= 527 | Y= 537 | Pose= Horizontal | Length= 3
3072: X= 527 | Y= 542 | Pose= Vertical | Length= 1
3073: X= 527 | Y= 548 | Pose= Vertical | Length= 1
3074: X= 527 | Y= 556 | Pose= Vertical | Length= 1
3075: X= 528 | Y= 349 | Pose= Vertical | Length= 2
3076: X= 528 | Y= 350 | Pose= Vertical | Length= 1
3077: X= 528 | Y= 353 | Pose= Horizontal | Length= 2
3078: X= 528 | Y= 394 | Pose= Horizontal | Length= 2
3079: X= 528 | Y= 397 | Pose= Horizontal | Length= 5
3080: X= 528 | Y= 419 | Pose= Vertical | Length= 2
3081: X= 528 | Y= 425 | Pose= Horizontal | Length= 3
3082: X= 528 | Y= 429 | Pose= Vertical | Length= 3
3083: X= 528 | Y= 430 | Pose= Horizontal | Length= 2
3084: X= 528 | Y= 439 | Pose= Vertical | Length= 4
3085: X= 528 | Y= 440 | Pose= Horizontal | Length= 3
3086: X= 528 | Y= 448 | Pose= Vertical | Length= 2
3087: X= 528 | Y= 450 | Pose= Vertical | Length= 2
3088: X= 528 | Y= 455 | Pose= Horizontal | Length= 3
3089: X= 528 | Y= 459 | Pose= Vertical | Length= 2
3090: X= 528 | Y= 464 | Pose= Vertical | Length= 5
3091: X= 528 | Y= 466 | Pose= Horizontal | Length= 2
3092: X= 528 | Y= 475 | Pose= Vertical | Length= 2
3093: X= 528 | Y= 479 | Pose= Vertical | Length= 2
3094: X= 528 | Y= 484 | Pose= Vertical | Length= 2
3095: X= 528 | Y= 500 | Pose= Horizontal | Length= 2
3096: X= 528 | Y= 511 | Pose= Vertical | Length= 4
3097: X= 528 | Y= 517 | Pose= Horizontal | Length= 3
3098: X= 528 | Y= 527 | Pose= Vertical | Length= 5
3099: X= 528 | Y= 528 | Pose= Vertical | Length= 1
3100: X= 528 | Y= 530 | Pose= Vertical | Length= 1
3101: X= 528 | Y= 533 | Pose= Horizontal | Length= 2
3102: X= 528 | Y= 537 | Pose= Horizontal | Length= 3
3103: X= 528 | Y= 552 | Pose= Vertical | Length= 2
3104: X= 528 | Y= 613 | Pose= Vertical | Length= 8
3105: X= 528 | Y= 614 | Pose= Horizontal | Length= 2
3106: X= 529 | Y= 346 | Pose= Vertical | Length= 4
3107: X= 529 | Y= 347 | Pose= Horizontal | Length= 2
3108: X= 529 | Y= 408 | Pose= Horizontal | Length= 11
3109: X= 529 | Y= 433 | Pose= Vertical | Length= 5
3110: X= 529 | Y= 434 | Pose= Vertical | Length= 5
3111: X= 529 | Y= 440 | Pose= Vertical | Length= 1
3112: X= 529 | Y= 446 | Pose= Vertical | Length= 2
3113: X= 529 | Y= 447 | Pose= Vertical | Length= 1
3114: X= 529 | Y= 449 | Pose= Vertical | Length= 1
3115: X= 529 | Y= 453 | Pose= Vertical | Length= 1
3116: X= 529 | Y= 457 | Pose= Horizontal | Length= 2
3117: X= 529 | Y= 460 | Pose= Vertical | Length= 3
3118: X= 529 | Y= 461 | Pose= Vertical | Length= 1
3119: X= 529 | Y= 481 | Pose= Horizontal | Length= 3
3120: X= 529 | Y= 486 | Pose= Vertical | Length= 3
3121: X= 529 | Y= 496 | Pose= Vertical | Length= 10
3122: X= 529 | Y= 497 | Pose= Horizontal | Length= 2
3123: X= 529 | Y= 501 | Pose= Horizontal | Length= 2
3124: X= 529 | Y= 504 | Pose= Vertical | Length= 3
3125: X= 529 | Y= 506 | Pose= Vertical | Length= 1
3126: X= 529 | Y= 510 | Pose= Vertical | Length= 1
3127: X= 529 | Y= 524 | Pose= Horizontal | Length= 3
3128: X= 529 | Y= 531 | Pose= Vertical | Length= 3
3129: X= 529 | Y= 532 | Pose= Vertical | Length= 5
3130: X= 529 | Y= 540 | Pose= Vertical | Length= 3
3131: X= 529 | Y= 611 | Pose= Horizontal | Length= 2
3132: X= 529 | Y= 615 | Pose= Vertical | Length= 7
3133: X= 530 | Y= 361 | Pose= Horizontal | Length= 5
3134: X= 530 | Y= 367 | Pose= Vertical | Length= 3
3135: X= 530 | Y= 400 | Pose= Horizontal | Length= 3
3136: X= 530 | Y= 405 | Pose= Horizontal | Length= 4
3137: X= 530 | Y= 430 | Pose= Horizontal | Length= 2
3138: X= 530 | Y= 441 | Pose= Vertical | Length= 2
3139: X= 530 | Y= 442 | Pose= Vertical | Length= 2
3140: X= 530 | Y= 445 | Pose= Vertical | Length= 1
3141: X= 530 | Y= 468 | Pose= Vertical | Length= 3
3142: X= 530 | Y= 480 | Pose= Vertical | Length= 2
3143: X= 530 | Y= 502 | Pose= Vertical | Length= 2
3144: X= 530 | Y= 505 | Pose= Vertical | Length= 2
3145: X= 530 | Y= 508 | Pose= Vertical | Length= 4
3146: X= 530 | Y= 509 | Pose= Vertical | Length= 4
3147: X= 530 | Y= 525 | Pose= Vertical | Length= 4
3148: X= 530 | Y= 528 | Pose= Horizontal | Length= 3
3149: X= 530 | Y= 541 | Pose= Vertical | Length= 2
3150: X= 530 | Y= 612 | Pose= Vertical | Length= 8
3151: X= 530 | Y= 748 | Pose= Vertical | Length= 3
3152: X= 531 | Y= 361 | Pose= Vertical | Length= 2
3153: X= 531 | Y= 400 | Pose= Horizontal | Length= 3
3154: X= 531 | Y= 405 | Pose= Vertical | Length= 2
3155: X= 531 | Y= 431 | Pose= Vertical | Length= 3
3156: X= 531 | Y= 449 | Pose= Vertical | Length= 8
3157: X= 531 | Y= 450 | Pose= Horizontal | Length= 2
3158: X= 531 | Y= 453 | Pose= Horizontal | Length= 7
3159: X= 531 | Y= 487 | Pose= Horizontal | Length= 3
3160: X= 531 | Y= 503 | Pose= Vertical | Length= 1
3161: X= 531 | Y= 528 | Pose= Horizontal | Length= 3
3162: X= 532 | Y= 347 | Pose= Horizontal | Length= 4
3163: X= 532 | Y= 358 | Pose= Horizontal | Length= 3
3164: X= 532 | Y= 368 | Pose= Vertical | Length= 17
3165: X= 532 | Y= 394 | Pose= Horizontal | Length= 5
3166: X= 532 | Y= 404 | Pose= Vertical | Length= 2
3167: X= 532 | Y= 440 | Pose= Vertical | Length= 1
3168: X= 532 | Y= 444 | Pose= Horizontal | Length= 2
3169: X= 532 | Y= 451 | Pose= Vertical | Length= 3
3170: X= 532 | Y= 453 | Pose= Vertical | Length= 3
3171: X= 532 | Y= 459 | Pose= Vertical | Length= 1
3172: X= 532 | Y= 463 | Pose= Vertical | Length= 1
3173: X= 532 | Y= 472 | Pose= Horizontal | Length= 2
3174: X= 532 | Y= 489 | Pose= Vertical | Length= 2
3175: X= 532 | Y= 501 | Pose= Vertical | Length= 1
3176: X= 532 | Y= 520 | Pose= Vertical | Length= 1
3177: X= 532 | Y= 526 | Pose= Vertical | Length= 2
3178: X= 532 | Y= 530 | Pose= Vertical | Length= 1
3179: X= 532 | Y= 533 | Pose= Horizontal | Length= 2
3180: X= 532 | Y= 609 | Pose= Vertical | Length= 5
3181: X= 532 | Y= 741 | Pose= Vertical | Length= 4
3182: X= 532 | Y= 742 | Pose= Horizontal | Length= 2
3183: X= 532 | Y= 746 | Pose= Vertical | Length= 14
3184: X= 532 | Y= 749 | Pose= Vertical | Length= 4
3185: X= 533 | Y= 350 | Pose= Horizontal | Length= 9
3186: X= 533 | Y= 393 | Pose= Vertical | Length= 1
3187: X= 533 | Y= 396 | Pose= Horizontal | Length= 8
3188: X= 533 | Y= 407 | Pose= Horizontal | Length= 4
3189: X= 533 | Y= 429 | Pose= Vertical | Length= 2
3190: X= 533 | Y= 430 | Pose= Vertical | Length= 1
3191: X= 533 | Y= 445 | Pose= Horizontal | Length= 2
3192: X= 533 | Y= 450 | Pose= Vertical | Length= 5
3193: X= 533 | Y= 454 | Pose= Vertical | Length= 6
3194: X= 533 | Y= 456 | Pose= Horizontal | Length= 2
3195: X= 533 | Y= 490 | Pose= Horizontal | Length= 6
3196: X= 533 | Y= 500 | Pose= Vertical | Length= 2
3197: X= 533 | Y= 522 | Pose= Vertical | Length= 4
3198: X= 533 | Y= 608 | Pose= Vertical | Length= 4
3199: X= 533 | Y= 614 | Pose= Vertical | Length= 1
3200: X= 533 | Y= 707 | Pose= Horizontal | Length= 4
3201: X= 533 | Y= 743 | Pose= Horizontal | Length= 2
3202: X= 534 | Y= 394 | Pose= Vertical | Length= 3
3203: X= 534 | Y= 395 | Pose= Vertical | Length= 3
3204: X= 534 | Y= 397 | Pose= Vertical | Length= 8
3205: X= 534 | Y= 398 | Pose= Horizontal | Length= 2
3206: X= 534 | Y= 407 | Pose= Vertical | Length= 2
3207: X= 534 | Y= 410 | Pose= Horizontal | Length= 3
3208: X= 534 | Y= 427 | Pose= Vertical | Length= 8
3209: X= 534 | Y= 428 | Pose= Vertical | Length= 1
3210: X= 534 | Y= 440 | Pose= Vertical | Length= 1
3211: X= 534 | Y= 446 | Pose= Horizontal | Length= 3
3212: X= 534 | Y= 452 | Pose= Vertical | Length= 1
3213: X= 534 | Y= 507 | Pose= Vertical | Length= 1
3214: X= 534 | Y= 531 | Pose= Vertical | Length= 1
3215: X= 534 | Y= 707 | Pose= Vertical | Length= 2
3216: X= 534 | Y= 710 | Pose= Vertical | Length= 2
3217: X= 534 | Y= 744 | Pose= Horizontal | Length= 2
3218: X= 534 | Y= 747 | Pose= Vertical | Length= 3
3219: X= 534 | Y= 753 | Pose= Vertical | Length= 4
3220: X= 534 | Y= 754 | Pose= Horizontal | Length= 3
3221: X= 535 | Y= 396 | Pose= Vertical | Length= 3
3222: X= 535 | Y= 399 | Pose= Vertical | Length= 3
3223: X= 535 | Y= 408 | Pose= Vertical | Length= 3
3224: X= 535 | Y= 412 | Pose= Vertical | Length= 8
3225: X= 535 | Y= 435 | Pose= Vertical | Length= 5
3226: X= 535 | Y= 456 | Pose= Vertical | Length= 3
3227: X= 535 | Y= 457 | Pose= Vertical | Length= 3
3228: X= 535 | Y= 515 | Pose= Vertical | Length= 2
3229: X= 535 | Y= 528 | Pose= Vertical | Length= 2
3230: X= 535 | Y= 529 | Pose= Vertical | Length= 2
3231: X= 535 | Y= 614 | Pose= Vertical | Length= 1
3232: X= 535 | Y= 708 | Pose= Horizontal | Length= 2
3233: X= 535 | Y= 742 | Pose= Vertical | Length= 5
3234: X= 535 | Y= 748 | Pose= Vertical | Length= 5
3235: X= 535 | Y= 756 | Pose= Vertical | Length= 3
3236: X= 536 | Y= 418 | Pose= Vertical | Length= 6
3237: X= 536 | Y= 419 | Pose= Horizontal | Length= 2
3238: X= 536 | Y= 422 | Pose= Vertical | Length= 4
3239: X= 536 | Y= 423 | Pose= Horizontal | Length= 2
3240: X= 537 | Y= 325 | Pose= Vertical | Length= 7
3241: X= 537 | Y= 326 | Pose= Horizontal | Length= 3
3242: X= 537 | Y= 398 | Pose= Vertical | Length= 1
3243: X= 537 | Y= 409 | Pose= Vertical | Length= 3
3244: X= 537 | Y= 410 | Pose= Vertical | Length= 2
3245: X= 537 | Y= 411 | Pose= Vertical | Length= 2
3246: X= 537 | Y= 416 | Pose= Vertical | Length= 7
3247: X= 537 | Y= 417 | Pose= Vertical | Length= 1
3248: X= 537 | Y= 420 | Pose= Vertical | Length= 2
3249: X= 537 | Y= 424 | Pose= Vertical | Length= 5
3250: X= 537 | Y= 428 | Pose= Vertical | Length= 2
3251: X= 537 | Y= 430 | Pose= Vertical | Length= 2
3252: X= 537 | Y= 431 | Pose= Vertical | Length= 2
3253: X= 537 | Y= 433 | Pose= Horizontal | Length= 2
3254: X= 537 | Y= 448 | Pose= Vertical | Length= 3
3255: X= 537 | Y= 455 | Pose= Vertical | Length= 1
3256: X= 537 | Y= 492 | Pose= Horizontal | Length= 4
3257: X= 537 | Y= 497 | Pose= Horizontal | Length= 2
3258: X= 537 | Y= 505 | Pose= Vertical | Length= 1
3259: X= 537 | Y= 518 | Pose= Horizontal | Length= 2
3260: X= 537 | Y= 523 | Pose= Horizontal | Length= 2
3261: X= 537 | Y= 527 | Pose= Vertical | Length= 1
3262: X= 537 | Y= 613 | Pose= Vertical | Length= 8
3263: X= 537 | Y= 754 | Pose= Horizontal | Length= 2
3264: X= 538 | Y= 328 | Pose= Horizontal | Length= 4
3265: X= 538 | Y= 419 | Pose= Vertical | Length= 1
3266: X= 538 | Y= 423 | Pose= Vertical | Length= 4
3267: X= 538 | Y= 434 | Pose= Vertical | Length= 1
3268: X= 538 | Y= 494 | Pose= Horizontal | Length= 2
3269: X= 538 | Y= 517 | Pose= Vertical | Length= 1
3270: X= 538 | Y= 520 | Pose= Vertical | Length= 2
3271: X= 538 | Y= 744 | Pose= Vertical | Length= 2
3272: X= 538 | Y= 745 | Pose= Vertical | Length= 2
3273: X= 538 | Y= 747 | Pose= Vertical | Length= 2
3274: X= 539 | Y= 331 | Pose= Vertical | Length= 6
3275: X= 539 | Y= 391 | Pose= Vertical | Length= 3
3276: X= 539 | Y= 402 | Pose= Vertical | Length= 6
3277: X= 539 | Y= 403 | Pose= Horizontal | Length= 2
3278: X= 539 | Y= 408 | Pose= Vertical | Length= 4
3279: X= 539 | Y= 421 | Pose= Vertical | Length= 4
3280: X= 539 | Y= 425 | Pose= Horizontal | Length= 2
3281: X= 539 | Y= 429 | Pose= Vertical | Length= 1
3282: X= 539 | Y= 495 | Pose= Vertical | Length= 1
3283: X= 539 | Y= 521 | Pose= Vertical | Length= 1
3284: X= 539 | Y= 612 | Pose= Vertical | Length= 1
3285: X= 539 | Y= 699 | Pose= Vertical | Length= 5
